,Dialogue
22271,"get to sleep with anyone else. ""
"
22272,"I'll never sleep with anyone else!
"
22273,"I'm so busy planning the wedding,
"
22274,"I forgot about what I'll give up.
"
22275,"I'll never have a first kiss again.
"
22276,"You'll have a last kiss.
"
22277,"Can I ask you something? Has
"
22278,"a guy ever had a crush on you?
"
22279,"Is that why you wanted to tie my tie?
"
22280,"A kid in my class said
"
22281,"he's in love with me.
"
22282,"Whoa!
"
22283,"- Whoa, what?
"
22284,"- Ross has a boyfriend!
"
22285,"I do not have a boyfriend.
"
22286,"There's a guy in one of my classes
"
22287,"who has a crush on me.
"
22288,"- Really?
"
22289,"- Yeah.
"
22290,"Last year, Elizabeth, now this kid... .
"
22291,"What is it?
"
22292,"Am I giving out some kind of...
"
22293,"...sexy-professor vibe?
"
22294,"Not right now.
"
22295,"The point is, my natural charisma has
"
22296,"made him fail his midterm.
"
22297,"Now I feel bad for the kid.
"
22298,"I had a crush on a teacher once,
"
22299,"and it was so hard.
"
22300,"I couldn't concentrate.
"
22301,"I blushed every time he looked at me.
"
22302,"You remember what it's like
"
22303,"to be 19 and in love.
"
22304,"- I can cut him some slack.
"
22305,"- Yeah.
"
22306,"- How'd you get over that teacher?
"
22307,"- I didn't. I got under him.
"
22308,"Problem solved.
"
22309,"- Bye, Phoebe.
"
22310,"- Okay, bye.
"
22311,"- All right. Bye.
"
22312,"- Bye.
"
22313,"We said goodbye at the door
"
22314,"so as not to flaunt our new love.
"
22315,"It's okay.
"
22316,"You don't have to tiptoe around me.
"
22317,"I've thought about it.
"
22318,"You know what?
"
22319,"I'm okay, not having that
"
22320,"new-relationship feeling.
"
22321,"- I miss you already!
"
22322,"- I miss you too!
"
22323,"That's great, but I wouldn't
"
22324,"trade what I have for that.
"
22325,"I'll be with Chandler the rest
"
22326,"of my life. That makes me happy.
"
22327,"Come sit down. We're talking
"
22328,"about how our relationship's deep...
"
22329,"...and meaningful.
"
22330,"It is, don't you think?
"
22331,"Oh, totally.
"
22332,"Pull my finger.
"
22333,"- Favorite Returning Male...
"
22334,"- This is my category!
"
22335,"- Got your speech?
"
22336,"- Got my speech.
"
22337,"Got your gracious-loser face?
"
22338,"Try to remember, if you win,
"
22339,"you have to hug me.
"
22340,"Can I squeeze your ass?
"
22341,"On TV?
"
22342,"Yeah!
"
22343,"In the Favorite Returning Male
"
22344,"character category, the nominees are:
"
22345,"John Wheeler from General Hospital. 
"
22346,"Gavin Graham from
"
22347,"The Young and the Restless. 
"
22348,"Duncan Harrington from Passions. 
"
22349,"And Joey Tribbiani from
"
22350,"Days of Our Lives. 
"
22351,"And the Soapie goes to:
"
22352,"Gavin Graham from
"
22353,"The Young and the Restless. 
"
22354,"Presenting the Favorite Supporting
"
22355,"Actress award:
"
22356,"Joey Tribbiani from
"
22357,"Days of Our Lives. 
"
22358,"Any one of the brilliant actresses
"
22359,"nominated for this award...
"
22360,"...deserves to take it home.
"
22361,"Unfortunately, only one can.
"
22362,"The nominees for
"
22363,"Favorite Supporting Actress are:
"
22364,"From Passions, Erin Goff.
"
22365,"From One Life to Live,  Mary Lauren
"
22366,"Bishop. All My Children,  Sarah Renee.
"
22367,"And from Days of Our Lives, 
"
22368,"Jessica Ashley.
"
22369,"And the winner is:
"
22370,"Jessica Ashley from Days of Our Lives. 
"
22371,"Unfortunately, Jessica
"
22372,"couldn't be with us tonight...
"
22373,"...so I'll accept this award
"
22374,"on her behalf.
"
22375,"And I'm sure that Jessica...
"
22376,"...wants to thank my parents...
"
22377,"...who always believed in me.
"
22378,"She'd also like to thank my friends:
"
22379,"Chandler, Monica, Ross,
"
22380,"Phoebe and Rachel...
"
22381,"...who's sitting right there.
"
22382,"Why'd we rush out so fast?
"
22383,"We had to get out of there
"
22384,"because... Look what I won!
"
22385,"Oh, my God. You stole her award!
"
22386,"No, no, no. I'm accepting it
"
22387,"on her behalf.
"
22388,"I don't think you know
"
22389,"what ""behalf"" means.
"
22390,"Sure I do. It's a verb.
"
22391,"As in ""I be half-in' it""!
"
22392,"- You've got to take this back.
"
22393,"- I should've won. I really wanted it.
"
22394,"She didn't care enough to come to the
"
22395,"thing. It could also be a Grammy.
"
22396,"No, Joey.
"
22397,"No one saw me take it.
"
22398,"There's a whole table of them.
"
22399,"Do you want an award you didn't win?
"
22400,"No, I want an award I did win.
"
22401,"But nobody's given me any of those!
"
22402,"If I put it up, when people come over,
"
22403,"they'll see it...
"
22404,"...and think I won it.
"
22405,"Joey, it says
"
22406,"""Best Supporting Actress. ""
"
22407,"I can scratch that right off.
"
22408,"This is wrong.
"
22409,"You have to take it back.
"
22410,"You don't want to win an award
"
22411,"this way. You're very talented.
"
22412,"Someday you'll win one of these for
"
22413,"real and that one will mean something.
"
22414,"- Oh, all right.
"
22415,"- All right? Thank you.
"
22416,"I'll take it back tomorrow.
"
22417,"If I can't have it,
"
22418,"you can't have it!
"
22419,"- Professor Geller?
"
22420,"- Yes, Mr. Lewis? How can I help you?
"
22421,"I know I didn't do well
"
22422,"on my midterms and stuff.
"
22423,"But I was hoping you could
"
22424,"change my grade.
"
22425,"And why, exactly, would I do that?
"
22426,"Because I'm in love with you.
"
22427,"What?
"
22428,"Yeah. I'm all in love
"
22429,"with you and stuff.
"
22430,"- So could you change my grade?
"
22431,"- No!
"
22432,"Why not? You changed Ned's grade.
"
22433,"That's different. Because he was
"
22434,"actually in love with me.
"
22435,"No, he's not!
"
22436,"He's totally yanking your chain.
"
22437,"He's done this with
"
22438,"three other teachers.
"
22439,"- What?
"
22440,"- He's got a girlfriend.
"
22441,"I can't believe someone
"
22442,"would do that for a grade.
"
22443,"I know.
"
22444,"It's awful.
"
22445,"I love you.
"
22446,"- Have you seen Chandler?
"
22447,"- No, why?
"
22448,"I keep thinking about all
"
22449,"the things I won't have.
"
22450,"It's freaking me out.
"
22451,"I don't know what to do.
"
22452,"Don't sweat it.
"
22453,"Chandler's not around, so get it
"
22454,"out of your system. That guy's cute.
"
22455,"Come on, I'm serious.
"
22456,"- I've got to talk to him about this.
"
22457,"- That's the last thing you want to do.
"
22458,"- Why?
"
22459,"- Because you're marrying him!
"
22460,"You gotta help me out here.
"
22461,"I've never been engaged.
"
22462,"I've never really been married.
"
22463,"I can only tell you
"
22464,"what my mother told me.
"
22465,"When you have doubts or fears or
"
22466,"anxieties about a relationship...
"
22467,"...don't communicate them
"
22468,"to your husband.
"
22469,"I'm not supposed to share
"
22470,"my doubts and fears...
"
22471,"...with the guy I'm spending
"
22472,"the rest of my life with?
"
22473,"That is correct. Yes.
"
22474,"You're supposed to put all that stuff
"
22475,"in a little box in your mind...
"
22476,"...and lock it up.
"
22477,"Your mother told you this?
"
22478,"The woman who married a bunch of times
"
22479,"and killed herself when you were 13?
"
22480,"Oh, my God, you're right.
"
22481,"Tell Chandler.
"
22482,"Hurry, before it's too late!
"
22483,"Wait! Does this also mean that
"
22484,"putting out doesn't get you love?
"
22485,"- I'm gonna meet Jessica Ashley!
"
22486,"- Wait, wait.
"
22487,"Rach, please be cool, okay?
"
22488,"I work with this woman.
"
22489,"Okay, I'm totally cool.
"
22490,"Come in.
"
22491,"Hey, Jessica.
"
22492,"Hey, Jess.
"
22493,"This is my friend Rachel.
"
22494,"- Hi.
"
22495,"- What's up?
"
22496,"Here's your Soapie.
"
22497,"I accepted it for you.
"
22498,"Oh, my God. I won?
"
22499,"Do you have any idea what this means?
"
22500,"You're not gonna put it
"
22501,"on your shelf or anything?
"
22502,"No, I try to save that for real
"
22503,"awards. Now if you'll excuse me?
"
22504,"- Take it back?
"
22505,"- Absolutely.
"
22506,"Yeah, you do!
"
22507,"Honey?
"
22508,"As we get closer to the wedding...
"
22509,"...is there anything
"
22510,"you'd like to share?
"
22511,"Okay. I think the centerpieces
"
22512,"are too big.
"
22513,"You're wrong.
"
22514,"The centerpieces are fine.
"
22515,"- Do you ever get scared at all?
"
22516,"- Kind of. They're really big.
"
22517,"Doesn't it freak you out that you'll
"
22518,"never be with anybody new again?
"
22519,"What?
"
22520,"I love you so much.
"
22521,"Sometimes it bothers me that
"
22522,"I'll never have that feeling.
"
22523,"When you first meet someone...
"
22524,"...and it's new and exciting.
"
22525,"You know that rush?
"
22526,"No, when I first meet somebody...
"
22527,"...it's mostly panic, anxiety
"
22528,"and a great deal of sweating.
"
22529,"Okay. But you're a guy.
"
22530,"Aren't you freaked out that you'll
"
22531,"never sleep with anybody else?
"
22532,"Sleeping with somebody, no.
"
22533,"Anxiety, panic and, I'm afraid,
"
22534,"even more sweating.
"
22535,"Even with me?
"
22536,"I was dangerously dehydrated the
"
22537,"first six months of our relationship.
"
22538,"For me, the rush is knowing that we'll
"
22539,"be together the rest of our lives.
"
22540,"- Really?
"
22541,"- Well, yeah.
"
22542,"Knowing you're having these thoughts,
"
22543,"we're back to panic, anxiety and...
"
22544,"...I'll definitely need
"
22545,"some kind of sports drink.
"
22546,"Come here. Oh, you don't
"
22547,"have to worry.
"
22548,"Besides, you know what? I'll have
"
22549,"a lot of new things with you.
"
22550,"The first time we buy a house. Our
"
22551,"first kid. Our first grandkid.
"
22552,"Water. Water. Water.
"
22553,"Mr. Morse? Can I speak to you
"
22554,"for a moment?
"
22555,"That was a great lecture today.
"
22556,"Did you get a little haircut?
"
22557,"Yeah, yeah. Do you like it?
"
22558,"Do you love it?
"
22559,"I want you to know I'm
"
22560,"changing your grade back.
"
22561,"What? Why?
"
22562,"I know what you're trying
"
22563,"to pull here. It won't work.
"
22564,"I'm not trying to pull anything.
"
22565,"Look, I love you, dude.
"
22566,"I'm not even gonna talk about this.
"
22567,"This little ""thing"" is over.
"
22568,"I know you have a girlfriend.
"
22569,"And I know about the other professors.
"
22570,"How do you think that makes me feel?
"
22571,"You used me!
"
22572,"You don't love me and you never did!
"
22573,"Professor Winston.
"
22574,"Professor Frederickson.
"
22575,"I'll be right with you.
"
22576,"Don't make this worse and I'll
"
22577,"give you a ""C. "" Shall we?
"
22578,"I'll be out in a second.
"
22579,"""It's just so unexpected!
"
22580,"I'll tell you, it's such
"
22581,"an honor to just be nominated...
"
22582,"...for a Nobel Prize.
"
22583,"And, you know, to win one
"
22584,"for a massage!
"
22585,"Especially just after winning a
"
22586,"Tony Award for Best Actress...""
"
22587,"Our reservations are at 8.
"
22588,"""...in Reservations at Eight
"
22589,"by Neil Simon.
"
22590,"Thank you, Neil.
"
22591,"Thank you for the words. ""
"
22592,"Finish this later.
"
22593,"We're gonna be late.
"
22594,"Please don't play the music.
"
22595,"Just one more thing.
"
22596,"Okay. ""Live from New York,
"
22597,"it's Saturday Night! ""
"
22598,"<font color=""#ffff00"" size=14>www.tvsubtitles.net
"
22599,"Oh, hey! How was your audition?
"
22600,"I'm sorry, do I know you?
"
22601,"What are you doing?
"
22602,"Practicing blowing you off.
"
22603,"I'm gonna be a big movie star!
"
22604,"You got it?
"
22605,"- Not yet, but the audition went great!
"
22606,"- What's it for?
"
22607,"A big-budget period movie about
"
22608,"three Italian brothers...
"
22609,"...who come to America at the turn
"
22610,"of the century. It's classy.
"
22611,"The director's supposed to be
"
22612,"the next-next Martin Scorsese.
"
22613,"The ""next-next""?
"
22614,"A guy from Chicago's supposed to be
"
22615,"the next Martin Scorsese.
"
22616,"This guy's right after him.
"
22617,"Hello?
"
22618,"Joey, it's Estelle. I just talked to
"
22619,"the casting people. They loved you!
"
22620,"They loved me!
"
22621,"They want to see you again tomorrow.
"
22622,"- My God!
"
22623,"-There's just one thing. 
"
22624,"Do you have a problem
"
22625,"with full-frontal nudity?
"
22626,"Are you kidding me? I never
"
22627,"rent a movie without it!
"
22628,"Oh.
"
22629,"Okay, let me call you back.
"
22630,"- What's the matter?
"
22631,"- They want me naked in the movie.
"
22632,"- Wow!
"
22633,"- I know.
"
22634,"- My grandmother's gonna see this.
"
22635,"- Grandma's gonna have to get in line.
"
22636,"The One With Ross and Monica's Cousin
"
22637,"English Subtitles by
"
22638,"SDI Media Group
"
22639,"The wedding's so close.
"
22640,"Are you nervous?
"
22641,"Yeah, but I also can't
"
22642,"wait till it's over.
"
22643,"We have a pact not to have sex
"
22644,"again until the wedding.
"
22645,"A ""no sex"" pact, huh?
"
22646,"I have one of those with
"
22647,"every woman in America.
"
22648,"Will you give me a hand
"
22649,"making up the guest bedroom?
"
22650,"Cousin Cassie's staying with us
"
22651,"for a few days.
"
22652,"Cassie? I haven't seen her
"
22653,"in, like, forever.
"
22654,"I wonder if she still carries
"
22655,"a Barbie everywhere?
"
22656,"- She's 25 years old.
"
22657,"- So? I still...
"
22658,"You're probably right.
"
22659,"Pheebs, can I talk to you
"
22660,"over here for a second?
"
22661,"Subtle, guys.
"
22662,"What?
"
22663,"I know you're planning my
"
22664,"surprise bridal shower.
"
22665,"Okay, well, don't ruin it.
"
22666,"Just play along, at least.
"
22667,"Okay. Sorry.
"
22668,"We have to throw her a shower?
"
22669,"What'd you decide to do
"
22670,"about the movie?
"
22671,"I don't know.
"
22672,"It's not like it's porn.
"
22673,"This is a serious, legitimate movie.
"
22674,"Nudity's really important
"
22675,"to the story.
"
22676,"That's what you say about porn.
"
22677,"Maybe I shouldn't go on the callback.
"
22678,"No, you should. A lot of major
"
22679,"actors do nude scenes.
"
22680,"The chance to star in a movie?
"
22681,"Come on!
"
22682,"That's true. And I'm only naked in
"
22683,"one scene. It sounds really great.
"
22684,"My character's Catholic. He falls
"
22685,"in love with a Jewish girl.
"
22686,"We run away and get caught
"
22687,"in a big rainstorm.
"
22688,"We go into a barn, undress each other
"
22689,"and hold each other.
"
22690,"It's really sweet and tender.
"
22691,"Plus, everyone will see your thing!
"
22692,"When can we have this shower?
"
22693,"She has so much going on,
"
22694,"we have only two options.
"
22695,"- We have Friday.
"
22696,"- That's just two days away.
"
22697,"- What is the other option?
"
22698,"- Yesterday.
"
22699,"If we make it yesterday, we're done!
"
22700,"It's impossible.
"
22701,"We can't do this by Friday.
"
22702,"We have to find a place,
"
22703,"invite people, get food.
"
22704,"There's too much to do.
"
22705,"- We cannot do it!
"
22706,"- Calm down!
"
22707,"Okay. I'm sorry, you're right.
"
22708,"I'm sorry.
"
22709,"Just calm down, woman!
"
22710,"Phoebe, I already did.
"
22711,"All right, then I need to calm down.
"
22712,"I think we can do this
"
22713,"if we just get organized.
"
22714,"We have two days to plan this party.
"
22715,"We need to make fast decisions.
"
22716,"Where will we have it?
"
22717,"- Here. What time?
"
22718,"- 4:00. Food?
"
22719,"- Finger sandwiches and tea.
"
22720,"- Great! Very Monica.
"
22721,"- And chili!
"
22722,"- You went one too far.
"
